date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:29:13	60876/60876	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Jan%202025%2010:29:12%20GMT	https://memberful.com/blog/digital-creator/	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/blog/digital-creator/index.html	(from )
18:29:13	15466/15466	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2019%20Jan%202025%2010:29:13%20GMT	https://memberful.com/robots.txt		(from )
18:29:14	13058/13058	---M--	200	added ('OK')	image/jpeg	etag:%2261c3641e9a63787066ba5edac9455592%22	https://memberful.com/images/blog/digital-creator-6fea29c9.jpeg	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/images/blog/digital-creator-6fea29c9.jpg	(from https://memberful.com/blog/digital-creator/)
18:29:14	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sun,%2019%20Jan%202025%2010:29:14%20GMT	https://www.googletagmanager.com/gtm.js?id=	D:/CONTENT%20HUB/CONTENT%20HUB%207/www.googletagmanager.com/gtm.15445.delayed	(from https://memberful.com/blog/digital-creator/)
18:29:14	99095/99095	---M-Z	200	added ('OK')	application/javascript	etag:%2218317-629a5748f6ecc-gzip%22	https://cdn-cookieyes.com/client_data/9e5641a402331e15e154dc0e/script.js	D:/CONTENT%20HUB/CONTENT%20HUB%207/cdn-cookieyes.com/client_data/9e5641a402331e15e154dc0e/script.js	(from https://memberful.com/blog/digital-creator/)
18:29:15	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	https://www.google-analytics.com/analytics.js	D:/CONTENT%20HUB/CONTENT%20HUB%207/www.google-analytics.com/analytics.js	(from https://memberful.com/blog/digital-creator/)
18:29:16	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2009:42:17%20GMT	https://d35xxde4fgg0cx.cloudfront.net/assets/embedded.js	D:/CONTENT%20HUB/CONTENT%20HUB%207/d35xxde4fgg0cx.cloudfront.net/assets/embedded.4.delayed	(from https://memberful.com/blog/digital-creator/)
18:29:17	43407/43407	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2016%20Jan%202025%2019:38:08%20GMT	https://js.memberful.com/embed.js	D:/CONTENT%20HUB/CONTENT%20HUB%207/js.memberful.com/embed.js	(from https://memberful.com/blog/digital-creator/)
18:29:18	18975/18975	---M-Z	200	added ('OK')	text/css	etag:W/%224a1f-CpG1pd4Wh0E5j9AIekidg+v/Nr4%22	https://cdn.jsdelivr.net/npm/docsearch.js@2/dist/cdn/docsearch.min.css	D:/CONTENT%20HUB/CONTENT%20HUB%207/cdn.jsdelivr.net/npm/docsearch.js@2/dist/cdn/docsearch.min.css	(from https://memberful.com/blog/digital-creator/)
18:29:18	231028/231028	---MCZ	200	added ('OK')	text/css	etag:W/%22d93e9d2b159b5bcae2dbc8d38dd974c0%22	https://memberful.com/build-faa2520d.css	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/build-faa2520d.css	(from https://memberful.com/blog/digital-creator/)
18:29:18	126571/126571	---MCZ	200	added ('OK')	application/javascript	etag:W/%227b6ea3d13e956e98d346300622c5f90d%22	https://memberful.com/build-06d70a61.js	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/build-06d70a61.js	(from https://memberful.com/blog/digital-creator/)
18:29:18	62010/62010	---M--	200	added ('OK')	image/jpeg	etag:%225aac3d272a8571fe930b21743f0cd515%22	https://memberful.com/images/blog/digital-creator1-ae338247.jpeg	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/images/blog/digital-creator1-ae338247.jpg	(from https://memberful.com/blog/digital-creator/)
18:29:18	73769/73769	---M--	200	added ('OK')	image/jpeg	etag:%228f2d6e2743c8a99a075e7760d7cbb6c5%22	https://memberful.com/images/blog/digital-creator2-1c915e00.jpeg	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/images/blog/digital-creator2-1c915e00.jpg	(from https://memberful.com/blog/digital-creator/)
18:29:19	65650/65650	---M--	200	added ('OK')	image/jpeg	etag:%223e442d75049b37f5cac9591a63ab5070%22	https://memberful.com/images/blog/what-is-a-digital-creator-2805eae2.jpg	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/images/blog/what-is-a-digital-creator-2805eae2.jpg	(from https://memberful.com/blog/digital-creator/)
18:29:19	39689/39689	---M--	200	added ('OK')	image/jpeg	etag:%22e66830deab98425fa9097a7c12b50527%22	https://memberful.com/images/blog/digital-creator3-6a8461d6.jpeg	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/images/blog/digital-creator3-6a8461d6.jpg	(from https://memberful.com/blog/digital-creator/)
18:29:20	35389/35389	---M--	200	added ('OK')	image/jpeg	etag:%223bf58983bf9496d30fc7fa5f065a9ebc%22	https://memberful.com/images/blog/digital-creator4-c1716bda.jpeg	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/images/blog/digital-creator4-c1716bda.jpg	(from https://memberful.com/blog/digital-creator/)
18:29:20	2035895/2035895	---M--	200	added ('OK')	image/jpeg	etag:%225e844255410223894af26f361a5491cc%22	https://memberful.com/images/blog/digital-creator-podcaster-5f371b28.jpg	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/images/blog/digital-creator-podcaster-5f371b28.jpg	(from https://memberful.com/blog/digital-creator/)
18:29:20	342817/342817	---M--	200	added ('OK')	image/jpeg	etag:%22df6d5decb90551785ef118c61830d11f%22	https://memberful.com/images/blog/digital-creator5-855b3ec3.jpg	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/images/blog/digital-creator5-855b3ec3.jpg	(from https://memberful.com/blog/digital-creator/)
18:29:21	49971/49971	---M--	200	added ('OK')	font/woff	etag:%222e9ea89376ed6fd35b23849ea135eb4b%22	https://memberful.com/f30676145f7ec799a856aa6a59c654c3-8086e73b.woff	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/f30676145f7ec799a856aa6a59c654c3-8086e73b.woff	(from https://memberful.com/build-faa2520d.css)
18:29:21	37224/37224	---M--	200	added ('OK')	font/woff2	etag:%2275f3f76122b3c5d07d2a323c757e473b%22	https://memberful.com/ecfcc72471daefcad07958462628e75e-c7f4e4d0.woff2	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/ecfcc72471daefcad07958462628e75e-c7f4e4d0.woff2	(from https://memberful.com/build-faa2520d.css)
18:29:22	39002/39002	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22d501ce5ab9e1eda406a96fb186a16916%22	https://memberful.com/e5684f3ceb2c421b484fca0d79690761-20f64148.eot	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/e5684f3ceb2c421b484fca0d79690761-20f64148.eot	(from https://memberful.com/build-faa2520d.css)
18:29:22	50550/50550	---M--	200	added ('OK')	font/woff	etag:%228dfd93f9f8b7a6ef0ef3e35dfd21297b%22	https://memberful.com/3c15730e997c7fec65a6444a4ef9cc01-3b9b2441.woff	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/3c15730e997c7fec65a6444a4ef9cc01-3b9b2441.woff	(from https://memberful.com/build-faa2520d.css)
18:29:22	37755/37755	---M--	200	added ('OK')	font/woff2	etag:%22831a3d7321fae25c9f47824d5e1e5f04%22	https://memberful.com/938afb01000638425ce0a7c1f93cb4b4-a7be66fa.woff2	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/938afb01000638425ce0a7c1f93cb4b4-a7be66fa.woff2	(from https://memberful.com/build-faa2520d.css)
18:29:23	39556/39556	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%228d7105932cf63a6192cba24703356179%22	https://memberful.com/b08e62f9d16dfd11f6f19efd113e3857-e07e622f.eot	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/b08e62f9d16dfd11f6f19efd113e3857-e07e622f.eot	(from https://memberful.com/build-faa2520d.css)
18:29:23	50825/50825	---M--	200	added ('OK')	font/woff	etag:%2222106f803c811c2a1ebb0d57f1a348cb%22	https://memberful.com/1a1b4a790a68bb9f1e4da197a15ab833-3356e51b.woff	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/1a1b4a790a68bb9f1e4da197a15ab833-3356e51b.woff	(from https://memberful.com/build-faa2520d.css)
18:29:24	38176/38176	---M--	200	added ('OK')	font/woff2	etag:%2292e1080ac803615f07e07a1299b2d361%22	https://memberful.com/853578f41d7001101b10660e6059db1e-08723fa7.woff2	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/853578f41d7001101b10660e6059db1e-08723fa7.woff2	(from https://memberful.com/build-faa2520d.css)
18:29:24	39937/39937	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221b8b38088ba1661f1f568b9d4979cc21%22	https://memberful.com/d106e2132133482428e77f1393e0fe31-c4671b52.eot	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/d106e2132133482428e77f1393e0fe31-c4671b52.eot	(from https://memberful.com/build-faa2520d.css)
18:29:27	1457594/1457594	---M--	200	added ('OK')	image/png	etag:%2263260de256af6aadf44286464b7032fd%22	https://memberful.com/f2f7c3b8831988d4f08f6b9a2c672acd-7b21e653.png	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/f2f7c3b8831988d4f08f6b9a2c672acd-7b21e653.png	(from https://memberful.com/build-faa2520d.css)
18:29:27	41398/41398	---M--	200	added ('OK')	image/jpeg	etag:%22156db5ff1eded224f29bc89e04a1fda6%22	https://memberful.com/4807bf18b57536b3d437c09cbaf0d721-abccdf4a.jpg	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/4807bf18b57536b3d437c09cbaf0d721-abccdf4a.jpg	(from https://memberful.com/build-faa2520d.css)
18:29:28	104238/104238	---M--	200	added ('OK')	image/jpeg	etag:%2203b9304f8ca77d2d6217ea354bcc3bf3%22	https://memberful.com/81571a2b3243e6ec0baba85932659ac1-f279ccd3.jpg	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/81571a2b3243e6ec0baba85932659ac1-f279ccd3.jpg	(from https://memberful.com/build-faa2520d.css)
18:29:28	22508/22508	---M--	200	added ('OK')	image/jpeg	etag:%22c28c7c7145c4acd759b7743ce376d2b3%22	https://memberful.com/e8e1a4a3063abe3c6369736b54d0cdeb-3e9ae404.jpg	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/e8e1a4a3063abe3c6369736b54d0cdeb-3e9ae404.jpg	(from https://memberful.com/build-faa2520d.css)
18:29:29	538694/538694	---M--	200	added ('OK')	image/png	etag:%222cc85cd5fba16e2cbbb293a4b9a6bcb7%22	https://memberful.com/4536878e81dddb3ae0ce515ddb40351f-3f853419.png	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/4536878e81dddb3ae0ce515ddb40351f-3f853419.png	(from https://memberful.com/build-faa2520d.css)
18:29:30	521086/521086	---M--	200	added ('OK')	image/png	etag:%2255493409d5118da099e5bbca098cb164%22	https://memberful.com/f4d5b4ca4f9aa27ac770fe41b64daf09-f12d7815.png	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/f4d5b4ca4f9aa27ac770fe41b64daf09-f12d7815.png	(from https://memberful.com/build-faa2520d.css)
18:29:30	878/878	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22481f2fc1ad3377214b7aa7884d14885d%22	https://memberful.com/3f2f30ab313e40842b8e60d2db9279fa-199f1cec.svg	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/3f2f30ab313e40842b8e60d2db9279fa-199f1cec.svg	(from https://memberful.com/build-faa2520d.css)
18:29:30	878/878	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22da0bfdeb75bd0da297c2de7ce214a583%22	https://memberful.com/3cae7093de6d0047b062c89fa3afbb1c-0ddbe36d.svg	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/3cae7093de6d0047b062c89fa3afbb1c-0ddbe36d.svg	(from https://memberful.com/build-faa2520d.css)
18:29:31	947/947	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22edde6bb0a9739305b361221444f16b1c%22	https://memberful.com/8d6d9e10901605320fad82c4af1bf3c8-6371bad8.svg	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/8d6d9e10901605320fad82c4af1bf3c8-6371bad8.svg	(from https://memberful.com/build-faa2520d.css)
18:29:32	15731/15731	---M--	200	added ('OK')	image/jpeg	etag:%22c84b06ac3346a61911a58680e5487f60%22	https://memberful.com/1a2123231da1ca4a9a98a64b928db00d-5aea4124.jpg	D:/CONTENT%20HUB/CONTENT%20HUB%207/memberful.com/1a2123231da1ca4a9a98a64b928db00d-5aea4124.jpg	(from https://memberful.com/build-faa2520d.css)
